Недела;Ден;Датум;Час;Просторија;Студиска програма;Семестар;предмет;тип на настава;проф/асс;Групи
17;понеделник;2026-04-20;11:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
17;понеделник;2026-04-20;12:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
17;понеделник;2026-04-20;13:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
17;понеделник;2026-04-20;14:00;01 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;Проф. д-р Наталија Наков;
17;понеделник;2026-04-20;15:00;01 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;Проф. д-р Наталија Наков;
17;понеделник;2026-04-20;9:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-p Ѓоше Стефков;
17;понеделник;2026-04-20;10:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-p Ѓоше Стефков;
17;понеделник;2026-04-20;11:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-p Ѓоше Стефков;
17;понеделник;2026-04-20;12:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
17;понеделник;2026-04-20;13:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
17;понеделник;2026-04-20;14:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
17;понеделник;2026-04-20;15:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
17;понеделник;2026-04-20;8:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
17;понеделник;2026-04-20;9:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
17;понеделник;2026-04-20;10:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
17;понеделник;2026-04-20;11:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
17;понеделник;2026-04-20;12:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
17;понеделник;2026-04-20;13:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
17;понеделник;2026-04-20;11:00;04 пред.;Лабораториско;4;Патофизиологија со патологија;Вежби;;
17;понеделник;2026-04-20;12:00;04 пред.;Лабораториско;4;Патофизиологија со патологија;Вежби;;
17;понеделник;2026-04-20;13:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;понеделник;2026-04-20;14:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;понеделник;2026-04-20;17:00;04 пред.;;;;Интерен состанок;ФСС;
17;понеделник;2026-04-20;8:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;9:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;10:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;11:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;12:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;13:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;14:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;15:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;16:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;8:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;9:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;10:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;11:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;12:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;13:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
17;понеделник;2026-04-20;14:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;15:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;16:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
17;понеделник;2026-04-20;8:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;9:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;10:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;11:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;16:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;17:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;18:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;19:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;8:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;9:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;10:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;14:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;15:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;16:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;8:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;9:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;10:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;14:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;15:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;16:00;12 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;Асс. м-р Александар Димковски;
17;понеделник;2026-04-20;8:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;9:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;10:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;11:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;16:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;17:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;18:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;понеделник;2026-04-20;19:00;14 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;вторник;2026-04-21;9:00;01 пред.;Лабораториско;4;Молекуларни генетски анализи;Предавање;;
17;вторник;2026-04-21;10:00;01 пред.;Лабораториско;4;Молекуларни генетски анализи;Предавање;;
17;вторник;2026-04-21;11:00;01 пред.;Лабораториско;6;Токсиколошки и форензички анализи;Предавање;Доц. д-р Зоран Живиќ;
17;вторник;2026-04-21;12:00;01 пред.;Лабораториско;6;Токсиколошки и форензички анализи;Предавање;Доц. д-р Зоран Живиќ;
17;вторник;2026-04-21;13:00;01 пред.;Лабораториско;6;Токсиколошки и форензички анализи;Предавање;Доц. д-р Зоран Живиќ;
17;вторник;2026-04-21;17:00;01 пред.;II циклус ЗДРАВСТВЕН МЕНАЏМЕНТ И ФАРМАКОЕКОНОМИЈА 2013;;Фармакоепидемиологија ;Предавање;Проф. д-p Александра Грозданова;
17;вторник;2026-04-21;18:00;01 пред.;II циклус ЗДРАВСТВЕН МЕНАЏМЕНТ И ФАРМАКОЕКОНОМИЈА 2013;;Фармакоепидемиологија ;Предавање;Проф. д-p Александра Грозданова;
17;вторник;2026-04-21;19:00;01 пред.;II циклус ЗДРАВСТВЕН МЕНАЏМЕНТ И ФАРМАКОЕКОНОМИЈА 2013;;Фармакоепидемиологија ;Предавање;Проф. д-p Александра Грозданова;
17;вторник;2026-04-21;8:00;02 пред.;Магистер;6;Основи на фармацевтска биотехнологија;Предавање;Проф. д-p Рената Славеска Раички;
17;вторник;2026-04-21;9:00;02 пред.;Магистер;6;Основи на фармацевтска биотехнологија;Предавање;Проф. д-p Рената Славеска Раички;
17;вторник;2026-04-21;10:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Проф. д-p Марија Главаш Додов;
17;вторник;2026-04-21;11:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Проф. д-p Марија Главаш Додов;
17;вторник;2026-04-21;12:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Караѓозова (Медицински ф.);
17;вторник;2026-04-21;13:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Караѓозова (Медицински ф.);
17;вторник;2026-04-21;14:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Караѓозова (Медицински ф.);
17;вторник;2026-04-21;15:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Караѓозова (Медицински ф.);
17;вторник;2026-04-21;8:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
17;вторник;2026-04-21;9:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
17;вторник;2026-04-21;10:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
17;вторник;2026-04-21;11:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
17;вторник;2026-04-21;12:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
17;вторник;2026-04-21;13:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
17;вторник;2026-04-21;14:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
17;вторник;2026-04-21;10:00;04 пред.;II циклус ФАРМАЦЕВТСКА РЕГУЛАТИВА 2014;;;Одбрана специјалистички труд;Проф. д-p Марија Главаш Додов;
17;вторник;2026-04-21;11:00;04 пред.;II циклус ФАРМАЦЕВТСКА РЕГУЛАТИВА 2014;;;Одбрана специјалистички труд;Проф. д-p Марија Главаш Додов;
17;вторник;2026-04-21;12:00;04 пред.;II циклус ФАРМАЦЕВТСКА РЕГУЛАТИВА 2014;;;Одбрана специјалистички труд;Проф. д-p Марија Главаш Додов;
17;вторник;2026-04-21;8:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;9:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;10:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;8:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;9:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;10:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
17;вторник;2026-04-21;11:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
17;вторник;2026-04-21;12:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
17;вторник;2026-04-21;13:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
17;вторник;2026-04-21;14:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
17;вторник;2026-04-21;8:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;вторник;2026-04-21;9:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;вторник;2026-04-21;10:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
17;вторник;2026-04-21;11:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
17;вторник;2026-04-21;12:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
17;вторник;2026-04-21;13:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
17;вторник;2026-04-21;14:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
17;вторник;2026-04-21;8:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;9:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;10:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;11:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;12:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;14:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;15:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;16:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;17:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;18:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;19:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
17;вторник;2026-04-21;8:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;9:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;10:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;11:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;12:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;14:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;15:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;16:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;17:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;18:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;19:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
17;вторник;2026-04-21;11:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
17;вторник;2026-04-21;12:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
17;вторник;2026-04-21;13:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
17;вторник;2026-04-21;14:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
17;вторник;2026-04-21;8:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
17;вторник;2026-04-21;9:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
17;вторник;2026-04-21;10:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
17;вторник;2026-04-21;11:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
17;вторник;2026-04-21;16:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
17;вторник;2026-04-21;17:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
17;вторник;2026-04-21;18:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
17;вторник;2026-04-21;19:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
17;вторник;2026-04-21;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
17;вторник;2026-04-21;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
17;вторник;2026-04-21;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
17;вторник;2026-04-21;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
17;среда;2026-04-22;9:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
17;среда;2026-04-22;10:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
17;среда;2026-04-22;8:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
17;среда;2026-04-22;9:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
17;среда;2026-04-22;10:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
17;среда;2026-04-22;11:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;среда;2026-04-22;12:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;среда;2026-04-22;13:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;среда;2026-04-22;14:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;среда;2026-04-22;15:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;среда;2026-04-22;16:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;среда;2026-04-22;8:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;среда;2026-04-22;9:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;среда;2026-04-22;10:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;среда;2026-04-22;11:00;03 пред.;;;;Одбрана докторски труд;Проф. д-р Никола Гешковски;
17;среда;2026-04-22;12:00;03 пред.;;;;Одбрана докторски труд;Проф. д-р Никола Гешковски;
17;среда;2026-04-22;13:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;среда;2026-04-22;14:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;среда;2026-04-22;15:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;среда;2026-04-22;9:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;среда;2026-04-22;10:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;среда;2026-04-22;11:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
17;среда;2026-04-22;12:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
17;среда;2026-04-22;13:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
17;среда;2026-04-22;14:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
17;среда;2026-04-22;8:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;9:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;10:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;14:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;15:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;16:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;8:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;9:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;10:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;14:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;15:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;16:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;среда;2026-04-22;11:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;среда;2026-04-22;12:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;среда;2026-04-22;13:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;среда;2026-04-22;14:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;среда;2026-04-22;15:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;3
17;среда;2026-04-22;16:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;3
17;среда;2026-04-22;17:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;
17;среда;2026-04-22;18:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;
17;среда;2026-04-22;8:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;9:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;10:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;11:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;12:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;13:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;14:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;среда;2026-04-22;15:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;среда;2026-04-22;16:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;среда;2026-04-22;17:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
17;среда;2026-04-22;18:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
17;среда;2026-04-22;8:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;9:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;10:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;среда;2026-04-22;11:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;12:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;13:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;среда;2026-04-22;14:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;среда;2026-04-22;15:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;среда;2026-04-22;16:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;среда;2026-04-22;11:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;среда;2026-04-22;12:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;среда;2026-04-22;13:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;среда;2026-04-22;14:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;среда;2026-04-22;15:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;4
17;среда;2026-04-22;16:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;4
